feature,importance,importance_pct,cumulative_pct
cat__category_id_MLA122419,0.0,0.0,99.99999
cat__category_id_MLA122413,0.0,0.0,99.99999
cat__category_id_MLA12241,0.0,0.0,99.99999
cat__category_id_MLA12240,0.0,0.0,99.99999
cat__category_id_MLA12238,0.0,0.0,99.99999
cat__category_id_MLA122557,0.0,0.0,99.99999
cat__category_id_MLA12254,0.0,0.0,99.99999
cat__category_id_MLA122508,0.0,0.0,99.99999
cat__category_id_MLA122506,0.0,0.0,99.99999
cat__category_id_MLA122505,0.0,0.0,99.99999
cat__category_id_MLA122504,0.0,0.0,99.99999
cat__category_id_MLA122503,0.0,0.0,99.99999
cat__category_id_MLA122502,0.0,0.0,99.99999
cat__category_id_MLA122500,0.0,0.0,99.99999
cat__category_id_MLA122498,0.0,0.0,99.99999
cat__category_id_MLA122490,0.0,0.0,99.99999
cat__category_id_MLA12249,0.0,0.0,99.99999
cat__category_id_MLA12248,0.0,0.0,99.99999
cat__category_id_MLA122475,0.0,0.0,99.99999
cat__category_id_MLA122467,0.0,0.0,99.99999
cat__category_id_MLA122466,0.0,0.0,99.99999
cat__category_id_MLA12269,0.0,0.0,99.99999
cat__category_id_MLA12265,0.0,0.0,99.99999
cat__category_id_MLA12264,0.0,0.0,99.99999
cat__category_id_MLA122629,0.0,0.0,99.99999
cat__category_id_MLA12262,0.0,0.0,99.99999
cat__category_id_MLA12261,0.0,0.0,99.99999
cat__category_id_MLA12260,0.0,0.0,99.99999
cat__category_id_MLA122595,0.0,0.0,99.99999
cat__category_id_MLA122583,0.0,0.0,99.99999
cat__category_id_MLA122581,0.0,0.0,99.99999
cat__category_id_MLA12258,0.0,0.0,99.99999
cat__category_id_MLA12257,0.0,0.0,99.99999
cat__category_id_MLA122563,0.0,0.0,99.99999
cat__category_id_MLA122560,0.0,0.0,99.99999
cat__category_id_MLA122559,0.0,0.0,99.99999
cat__category_id_MLA12396,0.0,0.0,99.99999
cat__category_id_MLA123892,0.0,0.0,99.99999
cat__category_id_MLA123882,0.0,0.0,99.99999
cat__category_id_MLA123673,0.0,0.0,99.99999
cat__category_id_MLA123658,0.0,0.0,99.99999
cat__category_id_MLA12337,0.0,0.0,99.99999
cat__category_id_MLA12325,0.0,0.0,99.99999
cat__category_id_MLA12323,0.0,0.0,99.99999
cat__category_id_MLA123139,0.0,0.0,99.99999
cat__category_id_MLA12301,0.0,0.0,99.99999
cat__category_id_MLA12291,0.0,0.0,99.99999
cat__category_id_MLA12284,0.0,0.0,99.99999
cat__category_id_MLA1228,0.0,0.0,99.99999
cat__category_id_MLA12272,0.0,0.0,99.99999
cat__category_id_MLA12271,0.0,0.0,99.99999
cat__category_id_MLA12270,0.0,0.0,99.99999
cat__category_id_MLA124269,0.0,0.0,99.99999
cat__category_id_MLA12423,0.0,0.0,99.99999
cat__category_id_MLA124179,0.0,0.0,99.99999
cat__category_id_MLA124149,0.0,0.0,99.99999
cat__category_id_MLA124148,0.0,0.0,99.99999
cat__category_id_MLA124143,0.0,0.0,99.99999
cat__category_id_MLA124142,0.0,0.0,99.99999
cat__category_id_MLA124082,0.0,0.0,99.99999
cat__category_id_MLA124079,0.0,0.0,99.99999
cat__category_id_MLA124057,0.0,0.0,99.99999
cat__category_id_MLA124055,0.0,0.0,99.99999
cat__category_id_MLA124053,0.0,0.0,99.99999
cat__category_id_MLA124052,0.0,0.0,99.99999
cat__category_id_MLA124050,0.0,0.0,99.99999
cat__category_id_MLA12400,0.0,0.0,99.99999
cat__category_id_MLA123963,0.0,0.0,99.99999
cat__category_id_MLA124954,0.0,0.0,99.99999
cat__category_id_MLA124791,0.0,0.0,99.99999
cat__category_id_MLA12476,0.0,0.0,99.99999
cat__category_id_MLA12475,0.0,0.0,99.99999
cat__category_id_MLA12473,0.0,0.0,99.99999
cat__category_id_MLA1247,0.0,0.0,99.99999
cat__category_id_MLA12464,0.0,0.0,99.99999
cat__category_id_MLA12463,0.0,0.0,99.99999
cat__category_id_MLA124622,0.0,0.0,99.99999
cat__category_id_MLA124602,0.0,0.0,99.99999
cat__category_id_MLA12457,0.0,0.0,99.99999
cat__category_id_MLA124530,0.0,0.0,99.99999
cat__category_id_MLA124529,0.0,0.0,99.99999
cat__category_id_MLA12444,0.0,0.0,99.99999
cat__category_id_MLA124415,0.0,0.0,99.99999
cat__category_id_MLA124392,0.0,0.0,99.99999
cat__category_id_MLA125144,0.0,0.0,99.99999
cat__category_id_MLA125141,0.0,0.0,99.99999
cat__category_id_MLA125140,0.0,0.0,99.99999
cat__category_id_MLA125139,0.0,0.0,99.99999
cat__category_id_MLA125131,0.0,0.0,99.99999
cat__category_id_MLA125130,0.0,0.0,99.99999
cat__category_id_MLA125129,0.0,0.0,99.99999
cat__category_id_MLA125123,0.0,0.0,99.99999
cat__category_id_MLA125120,0.0,0.0,99.99999
cat__category_id_MLA125119,0.0,0.0,99.99999
cat__category_id_MLA125102,0.0,0.0,99.99999
cat__category_id_MLA125015,0.0,0.0,99.99999
cat__category_id_MLA125005,0.0,0.0,99.99999
cat__category_id_MLA1250,0.0,0.0,99.99999
cat__category_id_MLA124970,0.0,0.0,99.99999
cat__category_id_MLA12497,0.0,0.0,99.99999
cat__category_id_MLA125262,0.0,0.0,99.99999
cat__category_id_MLA125258,0.0,0.0,99.99999
cat__category_id_MLA125235,0.0,0.0,99.99999
cat__category_id_MLA125218,0.0,0.0,99.99999
cat__category_id_MLA125207,0.0,0.0,99.99999
cat__category_id_MLA125192,0.0,0.0,99.99999
cat__category_id_MLA125183,0.0,0.0,99.99999
cat__category_id_MLA125179,0.0,0.0,99.99999
cat__category_id_MLA125178,0.0,0.0,99.99999
cat__category_id_MLA125174,0.0,0.0,99.99999
cat__category_id_MLA125170,0.0,0.0,99.99999
cat__category_id_MLA125151,0.0,0.0,99.99999
cat__category_id_MLA125149,0.0,0.0,99.99999
cat__category_id_MLA125148,0.0,0.0,99.99999
cat__category_id_MLA125147,0.0,0.0,99.99999
cat__category_id_MLA125145,0.0,0.0,99.99999
cat__category_id_MLA125407,0.0,0.0,99.99999
cat__category_id_MLA1254,0.0,0.0,99.99999
cat__category_id_MLA125399,0.0,0.0,99.99999
cat__category_id_MLA125320,0.0,0.0,99.99999
cat__category_id_MLA125312,0.0,0.0,99.99999
cat__category_id_MLA125307,0.0,0.0,99.99999
cat__category_id_MLA125303,0.0,0.0,99.99999
cat__category_id_MLA125297,0.0,0.0,99.99999
cat__category_id_MLA125294,0.0,0.0,99.99999
cat__category_id_MLA125289,0.0,0.0,99.99999
cat__category_id_MLA125286,0.0,0.0,99.99999
cat__category_id_MLA125281,0.0,0.0,99.99999
cat__category_id_MLA125277,0.0,0.0,99.99999
cat__category_id_MLA125276,0.0,0.0,99.99999
cat__category_id_MLA125268,0.0,0.0,99.99999
cat__category_id_MLA125267,0.0,0.0,99.99999
cat__category_id_MLA125452,0.0,0.0,99.99999
cat__category_id_MLA125445,0.0,0.0,99.99999
cat__category_id_MLA125435,0.0,0.0,99.99999
cat__category_id_MLA125427,0.0,0.0,99.99999
cat__category_id_MLA125423,0.0,0.0,99.99999
cat__category_id_MLA125422,0.0,0.0,99.99999
cat__category_id_MLA125421,0.0,0.0,99.99999
cat__category_id_MLA125420,0.0,0.0,99.99999
cat__category_id_MLA125419,0.0,0.0,99.99999
cat__category_id_MLA125418,0.0,0.0,99.99999
cat__category_id_MLA125416,0.0,0.0,99.99999
cat__category_id_MLA125413,0.0,0.0,99.99999
cat__category_id_MLA125412,0.0,0.0,99.99999
cat__category_id_MLA125411,0.0,0.0,99.99999
cat__category_id_MLA125410,0.0,0.0,99.99999
cat__category_id_MLA125408,0.0,0.0,99.99999
cat__category_id_MLA125553,0.0,0.0,99.99999
cat__category_id_MLA125552,0.0,0.0,99.99999
cat__category_id_MLA125550,0.0,0.0,99.99999
cat__category_id_MLA125541,0.0,0.0,99.99999
cat__category_id_MLA125531,0.0,0.0,99.99999
cat__category_id_MLA125511,0.0,0.0,99.99999
cat__category_id_MLA125510,0.0,0.0,99.99999
cat__category_id_MLA125509,0.0,0.0,99.99999
cat__category_id_MLA125508,0.0,0.0,99.99999
cat__category_id_MLA125504,0.0,0.0,99.99999
cat__category_id_MLA125484,0.0,0.0,99.99999
cat__category_id_MLA125476,0.0,0.0,99.99999
cat__category_id_MLA125475,0.0,0.0,99.99999
cat__category_id_MLA125474,0.0,0.0,99.99999
cat__category_id_MLA125457,0.0,0.0,99.99999
cat__category_id_MLA125454,0.0,0.0,99.99999
cat__category_id_MLA125719,0.0,0.0,99.99999
cat__category_id_MLA125718,0.0,0.0,99.99999
cat__category_id_MLA125717,0.0,0.0,99.99999
cat__category_id_MLA125710,0.0,0.0,99.99999
cat__category_id_MLA125707,0.0,0.0,99.99999
cat__category_id_MLA125703,0.0,0.0,99.99999
cat__category_id_MLA125701,0.0,0.0,99.99999
cat__category_id_MLA1257,0.0,0.0,99.99999
cat__category_id_MLA125634,0.0,0.0,99.99999
cat__category_id_MLA125630,0.0,0.0,99.99999
cat__category_id_MLA125619,0.0,0.0,99.99999
cat__category_id_MLA125606,0.0,0.0,99.99999
cat__category_id_MLA125596,0.0,0.0,99.99999
cat__category_id_MLA125580,0.0,0.0,99.99999
cat__category_id_MLA125561,0.0,0.0,99.99999
cat__category_id_MLA125560,0.0,0.0,99.99999
cat__category_id_MLA125787,0.0,0.0,99.99999
cat__category_id_MLA125783,0.0,0.0,99.99999
cat__category_id_MLA125779,0.0,0.0,99.99999
cat__category_id_MLA125774,0.0,0.0,99.99999
cat__category_id_MLA125772,0.0,0.0,99.99999
cat__category_id_MLA125771,0.0,0.0,99.99999
cat__category_id_MLA125767,0.0,0.0,99.99999
cat__category_id_MLA125766,0.0,0.0,99.99999
cat__category_id_MLA125765,0.0,0.0,99.99999
cat__category_id_MLA125764,0.0,0.0,99.99999
cat__category_id_MLA125763,0.0,0.0,99.99999
cat__category_id_MLA125762,0.0,0.0,99.99999
cat__category_id_MLA125754,0.0,0.0,99.99999
cat__category_id_MLA125748,0.0,0.0,99.99999
cat__category_id_MLA125731,0.0,0.0,99.99999
cat__category_id_MLA125721,0.0,0.0,99.99999
cat__category_id_MLA125868,0.0,0.0,99.99999
cat__category_id_MLA125866,0.0,0.0,99.99999
cat__category_id_MLA125845,0.0,0.0,99.99999
cat__category_id_MLA125842,0.0,0.0,99.99999
cat__category_id_MLA125840,0.0,0.0,99.99999
cat__category_id_MLA125839,0.0,0.0,99.99999
cat__category_id_MLA125834,0.0,0.0,99.99999
cat__category_id_MLA125827,0.0,0.0,99.99999
cat__category_id_MLA125825,0.0,0.0,99.99999
cat__category_id_MLA125823,0.0,0.0,99.99999
cat__category_id_MLA125822,0.0,0.0,99.99999
cat__category_id_MLA125821,0.0,0.0,99.99999
cat__category_id_MLA125819,0.0,0.0,99.99999
cat__category_id_MLA125816,0.0,0.0,99.99999
cat__category_id_MLA125790,0.0,0.0,99.99999
cat__category_id_MLA125789,0.0,0.0,99.99999
cat__category_id_MLA125896,0.0,0.0,99.99999
cat__category_id_MLA125894,0.0,0.0,99.99999
cat__category_id_MLA125893,0.0,0.0,99.99999
cat__category_id_MLA125891,0.0,0.0,99.99999
cat__category_id_MLA125888,0.0,0.0,99.99999
cat__category_id_MLA125887,0.0,0.0,99.99999
cat__category_id_MLA125885,0.0,0.0,99.99999
cat__category_id_MLA125884,0.0,0.0,99.99999
cat__category_id_MLA125883,0.0,0.0,99.99999
cat__category_id_MLA125878,0.0,0.0,99.99999
cat__category_id_MLA125877,0.0,0.0,99.99999
cat__category_id_MLA125876,0.0,0.0,99.99999
cat__category_id_MLA125874,0.0,0.0,99.99999
cat__category_id_MLA125872,0.0,0.0,99.99999
cat__category_id_MLA125870,0.0,0.0,99.99999
cat__category_id_MLA125869,0.0,0.0,99.99999
cat__category_id_MLA125987,0.0,0.0,99.99999
cat__category_id_MLA125983,0.0,0.0,99.99999
cat__category_id_MLA125976,0.0,0.0,99.99999
cat__category_id_MLA125968,0.0,0.0,99.99999
cat__category_id_MLA125967,0.0,0.0,99.99999
cat__category_id_MLA125965,0.0,0.0,99.99999
cat__category_id_MLA125961,0.0,0.0,99.99999
cat__category_id_MLA125958,0.0,0.0,99.99999
cat__category_id_MLA125940,0.0,0.0,99.99999
cat__category_id_MLA125930,0.0,0.0,99.99999
cat__category_id_MLA125927,0.0,0.0,99.99999
cat__category_id_MLA125903,0.0,0.0,99.99999
cat__category_id_MLA125902,0.0,0.0,99.99999
cat__category_id_MLA125901,0.0,0.0,99.99999
cat__category_id_MLA1259,0.0,0.0,99.99999
cat__category_id_MLA125898,0.0,0.0,99.99999
cat__category_id_MLA126042,0.0,0.0,99.99999
cat__category_id_MLA126040,0.0,0.0,99.99999
cat__category_id_MLA126038,0.0,0.0,99.99999
cat__category_id_MLA126037,0.0,0.0,99.99999
cat__category_id_MLA126036,0.0,0.0,99.99999
cat__category_id_MLA126034,0.0,0.0,99.99999
cat__category_id_MLA126032,0.0,0.0,99.99999
cat__category_id_MLA126031,0.0,0.0,99.99999
cat__category_id_MLA126030,0.0,0.0,99.99999
cat__category_id_MLA126029,0.0,0.0,99.99999
cat__category_id_MLA126028,0.0,0.0,99.99999
cat__category_id_MLA126027,0.0,0.0,99.99999
cat__category_id_MLA126026,0.0,0.0,99.99999
cat__category_id_MLA126025,0.0,0.0,99.99999
cat__category_id_MLA126021,0.0,0.0,99.99999
cat__category_id_MLA126009,0.0,0.0,99.99999
cat__category_id_MLA126104,0.0,0.0,99.99999
cat__category_id_MLA126094,0.0,0.0,99.99999
cat__category_id_MLA126088,0.0,0.0,99.99999
cat__category_id_MLA126084,0.0,0.0,99.99999
cat__category_id_MLA126074,0.0,0.0,99.99999
cat__category_id_MLA126071,0.0,0.0,99.99999
cat__category_id_MLA126069,0.0,0.0,99.99999
cat__category_id_MLA126068,0.0,0.0,99.99999
cat__category_id_MLA126067,0.0,0.0,99.99999
cat__category_id_MLA126065,0.0,0.0,99.99999
cat__category_id_MLA126064,0.0,0.0,99.99999
cat__category_id_MLA126058,0.0,0.0,99.99999
cat__category_id_MLA126057,0.0,0.0,99.99999
cat__category_id_MLA126045,0.0,0.0,99.99999
cat__category_id_MLA126044,0.0,0.0,99.99999
cat__category_id_MLA126043,0.0,0.0,99.99999
cat__category_id_MLA126140,0.0,0.0,99.99999
cat__category_id_MLA126139,0.0,0.0,99.99999
cat__category_id_MLA126138,0.0,0.0,99.99999
cat__category_id_MLA126137,0.0,0.0,99.99999
cat__category_id_MLA126136,0.0,0.0,99.99999
cat__category_id_MLA126135,0.0,0.0,99.99999
cat__category_id_MLA126134,0.0,0.0,99.99999
cat__category_id_MLA126132,0.0,0.0,99.99999
cat__category_id_MLA126125,0.0,0.0,99.99999
cat__category_id_MLA126124,0.0,0.0,99.99999
cat__category_id_MLA126122,0.0,0.0,99.99999
cat__category_id_MLA126114,0.0,0.0,99.99999
cat__category_id_MLA126113,0.0,0.0,99.99999
cat__category_id_MLA126112,0.0,0.0,99.99999
cat__category_id_MLA126110,0.0,0.0,99.99999
cat__category_id_MLA126109,0.0,0.0,99.99999
cat__category_id_MLA126198,0.0,0.0,99.99999
cat__category_id_MLA126188,0.0,0.0,99.99999
cat__category_id_MLA126186,0.0,0.0,99.99999
cat__category_id_MLA126180,0.0,0.0,99.99999
cat__category_id_MLA126178,0.0,0.0,99.99999
cat__category_id_MLA126170,0.0,0.0,99.99999
cat__category_id_MLA126168,0.0,0.0,99.99999
cat__category_id_MLA126163,0.0,0.0,99.99999
cat__category_id_MLA126162,0.0,0.0,99.99999
cat__category_id_MLA126161,0.0,0.0,99.99999
cat__category_id_MLA126160,0.0,0.0,99.99999
cat__category_id_MLA126159,0.0,0.0,99.99999
cat__category_id_MLA126155,0.0,0.0,99.99999
cat__category_id_MLA126146,0.0,0.0,99.99999
cat__category_id_MLA126144,0.0,0.0,99.99999
cat__category_id_MLA126143,0.0,0.0,99.99999
cat__category_id_MLA126285,0.0,0.0,99.99999
cat__category_id_MLA126273,0.0,0.0,99.99999
cat__category_id_MLA126270,0.0,0.0,99.99999
cat__category_id_MLA126269,0.0,0.0,99.99999
cat__category_id_MLA126265,0.0,0.0,99.99999
cat__category_id_MLA126257,0.0,0.0,99.99999
cat__category_id_MLA126255,0.0,0.0,99.99999
cat__category_id_MLA126252,0.0,0.0,99.99999
cat__category_id_MLA126251,0.0,0.0,99.99999
cat__category_id_MLA126242,0.0,0.0,99.99999
cat__category_id_MLA126224,0.0,0.0,99.99999
cat__category_id_MLA126222,0.0,0.0,99.99999
cat__category_id_MLA126220,0.0,0.0,99.99999
cat__category_id_MLA126219,0.0,0.0,99.99999
cat__category_id_MLA126206,0.0,0.0,99.99999
cat__category_id_MLA126204,0.0,0.0,99.99999
cat__category_id_MLA126373,0.0,0.0,99.99999
cat__category_id_MLA126370,0.0,0.0,99.99999
cat__category_id_MLA126368,0.0,0.0,99.99999
cat__category_id_MLA126356,0.0,0.0,99.99999
cat__category_id_MLA126351,0.0,0.0,99.99999
cat__category_id_MLA126346,0.0,0.0,99.99999
cat__category_id_MLA126342,0.0,0.0,99.99999
cat__category_id_MLA126329,0.0,0.0,99.99999
cat__category_id_MLA126315,0.0,0.0,99.99999
cat__category_id_MLA126314,0.0,0.0,99.99999
cat__category_id_MLA126313,0.0,0.0,99.99999
cat__category_id_MLA126304,0.0,0.0,99.99999
cat__category_id_MLA126296,0.0,0.0,99.99999
cat__category_id_MLA126294,0.0,0.0,99.99999
cat__category_id_MLA126287,0.0,0.0,99.99999
cat__category_id_MLA126286,0.0,0.0,99.99999
cat__category_id_MLA126426,0.0,0.0,99.99999
cat__category_id_MLA126425,0.0,0.0,99.99999
cat__category_id_MLA126423,0.0,0.0,99.99999
cat__category_id_MLA126422,0.0,0.0,99.99999
cat__category_id_MLA126420,0.0,0.0,99.99999
cat__category_id_MLA126416,0.0,0.0,99.99999
cat__category_id_MLA126415,0.0,0.0,99.99999
cat__category_id_MLA126412,0.0,0.0,99.99999
cat__category_id_MLA126411,0.0,0.0,99.99999
cat__category_id_MLA126407,0.0,0.0,99.99999
cat__category_id_MLA126406,0.0,0.0,99.99999
cat__category_id_MLA126398,0.0,0.0,99.99999
cat__category_id_MLA126397,0.0,0.0,99.99999
cat__category_id_MLA126396,0.0,0.0,99.99999
cat__category_id_MLA126378,0.0,0.0,99.99999
cat__category_id_MLA126375,0.0,0.0,99.99999
cat__category_id_MLA127006,0.0,0.0,99.99999
cat__category_id_MLA126954,0.0,0.0,99.99999
cat__category_id_MLA126827,0.0,0.0,99.99999
cat__category_id_MLA126815,0.0,0.0,99.99999
cat__category_id_MLA1267,0.0,0.0,99.99999
cat__category_id_MLA126511,0.0,0.0,99.99999
cat__category_id_MLA126510,0.0,0.0,99.99999
cat__category_id_MLA126463,0.0,0.0,99.99999
cat__category_id_MLA126459,0.0,0.0,99.99999
cat__category_id_MLA126458,0.0,0.0,99.99999
cat__category_id_MLA126457,0.0,0.0,99.99999
cat__category_id_MLA126456,0.0,0.0,99.99999
cat__category_id_MLA126455,0.0,0.0,99.99999
cat__category_id_MLA126433,0.0,0.0,99.99999
cat__category_id_MLA126431,0.0,0.0,99.99999
cat__category_id_MLA126429,0.0,0.0,99.99999
cat__category_id_MLA1275,0.0,0.0,99.99999
cat__category_id_MLA127479,0.0,0.0,99.99999
cat__category_id_MLA127440,0.0,0.0,99.99999
cat__category_id_MLA127428,0.0,0.0,99.99999
cat__category_id_MLA127424,0.0,0.0,99.99999
cat__category_id_MLA127421,0.0,0.0,99.99999
cat__category_id_MLA127416,0.0,0.0,99.99999
cat__category_id_MLA127413,0.0,0.0,99.99999
cat__category_id_MLA127397,0.0,0.0,99.99999
cat__category_id_MLA127396,0.0,0.0,99.99999
cat__category_id_MLA127376,0.0,0.0,99.99999
cat__category_id_MLA127260,0.0,0.0,99.99999
cat__category_id_MLA127230,0.0,0.0,99.99999
cat__category_id_MLA127222,0.0,0.0,99.99999
cat__category_id_MLA127216,0.0,0.0,99.99999
cat__category_id_MLA127212,0.0,0.0,99.99999
cat__category_id_MLA12812,0.0,0.0,99.99999
cat__category_id_MLA12811,0.0,0.0,99.99999
cat__category_id_MLA1281,0.0,0.0,99.99999
cat__category_id_MLA1280,0.0,0.0,99.99999
cat__category_id_MLA127692,0.0,0.0,99.99999
cat__category_id_MLA127690,0.0,0.0,99.99999
cat__category_id_MLA127686,0.0,0.0,99.99999
cat__category_id_MLA127685,0.0,0.0,99.99999
cat__category_id_MLA127684,0.0,0.0,99.99999
cat__category_id_MLA127678,0.0,0.0,99.99999
cat__category_id_MLA127674,0.0,0.0,99.99999
cat__category_id_MLA127671,0.0,0.0,99.99999
cat__category_id_MLA127661,0.0,0.0,99.99999
cat__category_id_MLA127658,0.0,0.0,99.99999
cat__category_id_MLA127656,0.0,0.0,99.99999
cat__category_id_MLA127623,0.0,0.0,99.99999
cat__category_id_MLA1296,0.0,0.0,99.99999
cat__category_id_MLA12945,0.0,0.0,99.99999
cat__category_id_MLA12935,0.0,0.0,99.99999
cat__category_id_MLA12931,0.0,0.0,99.99999
cat__category_id_MLA12930,0.0,0.0,99.99999
cat__category_id_MLA12929,0.0,0.0,99.99999
cat__category_id_MLA12921,0.0,0.0,99.99999
cat__category_id_MLA12904,0.0,0.0,99.99999
cat__category_id_MLA12855,0.0,0.0,99.99999
cat__category_id_MLA12851,0.0,0.0,99.99999
cat__category_id_MLA12849,0.0,0.0,99.99999
cat__category_id_MLA12848,0.0,0.0,99.99999
cat__category_id_MLA1284,0.0,0.0,99.99999
cat__category_id_MLA12823,0.0,0.0,99.99999
cat__category_id_MLA12817,0.0,0.0,99.99999
cat__category_id_MLA12815,0.0,0.0,99.99999
cat__category_id_MLA1351,0.0,0.0,99.99999
cat__category_id_MLA1347,0.0,0.0,99.99999
cat__category_id_MLA13459,0.0,0.0,99.99999
cat__category_id_MLA1345,0.0,0.0,99.99999
cat__category_id_MLA13449,0.0,0.0,99.99999
cat__category_id_MLA1341,0.0,0.0,99.99999
cat__category_id_MLA1334,0.0,0.0,99.99999
cat__category_id_MLA1325,0.0,0.0,99.99999
cat__category_id_MLA1313,0.0,0.0,99.99999
cat__category_id_MLA1311,0.0,0.0,99.99999
cat__category_id_MLA13020,0.0,0.0,99.99999
cat__category_id_MLA13017,0.0,0.0,99.99999
cat__category_id_MLA13010,0.0,0.0,99.99999
cat__category_id_MLA13001,0.0,0.0,99.99999
cat__category_id_MLA13000,0.0,0.0,99.99999
cat__category_id_MLA12994,0.0,0.0,99.99999
cat__category_id_MLA13902,0.0,0.0,99.99999
cat__category_id_MLA13898,0.0,0.0,99.99999
cat__category_id_MLA13889,0.0,0.0,99.99999
cat__category_id_MLA1378,0.0,0.0,99.99999
cat__category_id_MLA1377,0.0,0.0,99.99999
cat__category_id_MLA1376,0.0,0.0,99.99999
cat__category_id_MLA1373,0.0,0.0,99.99999
cat__category_id_MLA1371,0.0,0.0,99.99999
cat__category_id_MLA1366,0.0,0.0,99.99999
cat__category_id_MLA1361,0.0,0.0,99.99999
cat__category_id_MLA1360,0.0,0.0,99.99999
cat__category_id_MLA13564,0.0,0.0,99.99999
cat__category_id_MLA13560,0.0,0.0,99.99999
cat__category_id_MLA13559,0.0,0.0,99.99999
cat__category_id_MLA13549,0.0,0.0,99.99999
cat__category_id_MLA1354,0.0,0.0,99.99999
cat__category_id_MLA1420,0.0,0.0,99.99999
cat__category_id_MLA14198,0.0,0.0,99.99999
cat__category_id_MLA14192,0.0,0.0,99.99999
cat__category_id_MLA1419,0.0,0.0,99.99999
cat__category_id_MLA14189,0.0,0.0,99.99999
cat__category_id_MLA14183,0.0,0.0,99.99999
cat__category_id_MLA14176,0.0,0.0,99.99999
cat__category_id_MLA1417,0.0,0.0,99.99999
cat__category_id_MLA14158,0.0,0.0,99.99999
cat__category_id_MLA14156,0.0,0.0,99.99999
cat__category_id_MLA14155,0.0,0.0,99.99999
cat__category_id_MLA14147,0.0,0.0,99.99999
cat__category_id_MLA14138,0.0,0.0,99.99999
cat__category_id_MLA14060,0.0,0.0,99.99999
cat__category_id_MLA1402,0.0,0.0,99.99999
cat__category_id_MLA1401,0.0,0.0,99.99999
cat__category_id_MLA14434,0.0,0.0,99.99999
cat__category_id_MLA14433,0.0,0.0,99.99999
cat__category_id_MLA14430,0.0,0.0,99.99999
cat__category_id_MLA14411,0.0,0.0,99.99999
cat__category_id_MLA14408,0.0,0.0,99.99999
cat__category_id_MLA14328,0.0,0.0,99.99999
cat__category_id_MLA14325,0.0,0.0,99.99999
cat__category_id_MLA14318,0.0,0.0,99.99999
cat__category_id_MLA14310,0.0,0.0,99.99999
cat__category_id_MLA1429,0.0,0.0,99.99999
cat__category_id_MLA1428,0.0,0.0,99.99999
cat__category_id_MLA1427,0.0,0.0,99.99999
cat__category_id_MLA1426,0.0,0.0,99.99999
cat__category_id_MLA1425,0.0,0.0,99.99999
cat__category_id_MLA1422,0.0,0.0,99.99999
cat__category_id_MLA14200,0.0,0.0,99.99999
cat__category_id_MLA14538,0.0,0.0,99.99999
cat__category_id_MLA14536,0.0,0.0,99.99999
cat__category_id_MLA14535,0.0,0.0,99.99999
cat__category_id_MLA14534,0.0,0.0,99.99999
cat__category_id_MLA14533,0.0,0.0,99.99999
cat__category_id_MLA14525,0.0,0.0,99.99999
cat__category_id_MLA14478,0.0,0.0,99.99999
cat__category_id_MLA1446,0.0,0.0,99.99999
cat__category_id_MLA14457,0.0,0.0,99.99999
cat__category_id_MLA14456,0.0,0.0,99.99999
cat__category_id_MLA14455,0.0,0.0,99.99999
cat__category_id_MLA14454,0.0,0.0,99.99999
cat__category_id_MLA14452,0.0,0.0,99.99999
cat__category_id_MLA14446,0.0,0.0,99.99999
cat__category_id_MLA14443,0.0,0.0,99.99999
cat__category_id_MLA14437,0.0,0.0,99.99999
cat__category_id_MLA14599,0.0,0.0,99.99999
cat__category_id_MLA14596,0.0,0.0,99.99999
cat__category_id_MLA14574,0.0,0.0,99.99999
cat__category_id_MLA14572,0.0,0.0,99.99999
cat__category_id_MLA14569,0.0,0.0,99.99999
cat__category_id_MLA14568,0.0,0.0,99.99999
cat__category_id_MLA14567,0.0,0.0,99.99999
cat__category_id_MLA14565,0.0,0.0,99.99999
cat__category_id_MLA14564,0.0,0.0,99.99999
cat__category_id_MLA14561,0.0,0.0,99.99999
cat__category_id_MLA14560,0.0,0.0,99.99999
cat__category_id_MLA14559,0.0,0.0,99.99999
cat__category_id_MLA14557,0.0,0.0,99.99999
cat__category_id_MLA14554,0.0,0.0,99.99999
cat__category_id_MLA14549,0.0,0.0,99.99999
cat__category_id_MLA14782,0.0,0.0,99.99999
cat__category_id_MLA1477,0.0,0.0,99.99999
cat__category_id_MLA1476,0.0,0.0,99.99999
cat__category_id_MLA14755,0.0,0.0,99.99999
cat__category_id_MLA14748,0.0,0.0,99.99999
cat__category_id_MLA1473,0.0,0.0,99.99999
cat__category_id_MLA14701,0.0,0.0,99.99999
cat__category_id_MLA14698,0.0,0.0,99.99999
cat__category_id_MLA1467,0.0,0.0,99.99999
cat__category_id_MLA14619,0.0,0.0,99.99999
cat__category_id_MLA14608,0.0,0.0,99.99999
cat__category_id_MLA14607,0.0,0.0,99.99999
cat__category_id_MLA14605,0.0,0.0,99.99999
cat__category_id_MLA14600,0.0,0.0,99.99999
cat__category_id_MLA14869,0.0,0.0,99.99999
cat__category_id_MLA14867,0.0,0.0,99.99999
cat__category_id_MLA14866,0.0,0.0,99.99999
cat__category_id_MLA14865,0.0,0.0,99.99999
cat__category_id_MLA14864,0.0,0.0,99.99999
cat__category_id_MLA14860,0.0,0.0,99.99999
cat__category_id_MLA14857,0.0,0.0,99.99999
cat__category_id_MLA14856,0.0,0.0,99.99999
