feature,importance,importance_pct,cumulative_pct
cat__category_id_MLA342673,0.0,0.0,99.99999
cat__category_id_MLA34266,0.0,0.0,99.99999
cat__category_id_MLA34265,0.0,0.0,99.99999
cat__category_id_MLA34262,0.0,0.0,99.99999
cat__category_id_MLA34260,0.0,0.0,99.99999
cat__category_id_MLA3426,0.0,0.0,99.99999
cat__category_id_MLA34287,0.0,0.0,99.99999
cat__category_id_MLA34286,0.0,0.0,99.99999
cat__category_id_MLA34283,0.0,0.0,99.99999
cat__category_id_MLA34282,0.0,0.0,99.99999
cat__category_id_MLA34281,0.0,0.0,99.99999
cat__category_id_MLA34280,0.0,0.0,99.99999
cat__category_id_MLA3428,0.0,0.0,99.99999
cat__category_id_MLA34279,0.0,0.0,99.99999
cat__category_id_MLA34278,0.0,0.0,99.99999
cat__category_id_MLA342776,0.0,0.0,99.99999
cat__category_id_MLA34277,0.0,0.0,99.99999
cat__category_id_MLA342766,0.0,0.0,99.99999
cat__category_id_MLA34276,0.0,0.0,99.99999
cat__category_id_MLA34275,0.0,0.0,99.99999
cat__category_id_MLA342742,0.0,0.0,99.99999
cat__category_id_MLA34274,0.0,0.0,99.99999
cat__category_id_MLA34302,0.0,0.0,99.99999
cat__category_id_MLA34301,0.0,0.0,99.99999
cat__category_id_MLA34300,0.0,0.0,99.99999
cat__category_id_MLA34299,0.0,0.0,99.99999
cat__category_id_MLA34298,0.0,0.0,99.99999
cat__category_id_MLA34297,0.0,0.0,99.99999
cat__category_id_MLA34296,0.0,0.0,99.99999
cat__category_id_MLA34295,0.0,0.0,99.99999
cat__category_id_MLA34293,0.0,0.0,99.99999
cat__category_id_MLA34291,0.0,0.0,99.99999
cat__category_id_MLA342908,0.0,0.0,99.99999
cat__category_id_MLA342905,0.0,0.0,99.99999
cat__category_id_MLA34290,0.0,0.0,99.99999
cat__category_id_MLA34289,0.0,0.0,99.99999
cat__category_id_MLA342889,0.0,0.0,99.99999
cat__category_id_MLA34316,0.0,0.0,99.99999
cat__category_id_MLA34315,0.0,0.0,99.99999
cat__category_id_MLA34314,0.0,0.0,99.99999
cat__category_id_MLA343134,0.0,0.0,99.99999
cat__category_id_MLA343130,0.0,0.0,99.99999
cat__category_id_MLA34313,0.0,0.0,99.99999
cat__category_id_MLA34312,0.0,0.0,99.99999
cat__category_id_MLA34311,0.0,0.0,99.99999
cat__category_id_MLA34310,0.0,0.0,99.99999
cat__category_id_MLA34309,0.0,0.0,99.99999
cat__category_id_MLA34308,0.0,0.0,99.99999
cat__category_id_MLA34307,0.0,0.0,99.99999
cat__category_id_MLA34306,0.0,0.0,99.99999
cat__category_id_MLA34305,0.0,0.0,99.99999
cat__category_id_MLA34304,0.0,0.0,99.99999
cat__category_id_MLA34303,0.0,0.0,99.99999
cat__category_id_MLA34337,0.0,0.0,99.99999
cat__category_id_MLA34336,0.0,0.0,99.99999
cat__category_id_MLA34334,0.0,0.0,99.99999
cat__category_id_MLA34333,0.0,0.0,99.99999
cat__category_id_MLA34331,0.0,0.0,99.99999
cat__category_id_MLA34329,0.0,0.0,99.99999
cat__category_id_MLA34328,0.0,0.0,99.99999
cat__category_id_MLA34327,0.0,0.0,99.99999
cat__category_id_MLA34326,0.0,0.0,99.99999
cat__category_id_MLA34324,0.0,0.0,99.99999
cat__category_id_MLA34323,0.0,0.0,99.99999
cat__category_id_MLA34322,0.0,0.0,99.99999
cat__category_id_MLA34321,0.0,0.0,99.99999
cat__category_id_MLA34319,0.0,0.0,99.99999
cat__category_id_MLA34317,0.0,0.0,99.99999
cat__category_id_MLA34351,0.0,0.0,99.99999
cat__category_id_MLA34350,0.0,0.0,99.99999
cat__category_id_MLA34349,0.0,0.0,99.99999
cat__category_id_MLA34348,0.0,0.0,99.99999
cat__category_id_MLA34347,0.0,0.0,99.99999
cat__category_id_MLA34346,0.0,0.0,99.99999
cat__category_id_MLA34345,0.0,0.0,99.99999
cat__category_id_MLA34344,0.0,0.0,99.99999
cat__category_id_MLA343430,0.0,0.0,99.99999
cat__category_id_MLA34343,0.0,0.0,99.99999
cat__category_id_MLA34342,0.0,0.0,99.99999
cat__category_id_MLA34341,0.0,0.0,99.99999
cat__category_id_MLA34340,0.0,0.0,99.99999
cat__category_id_MLA3434,0.0,0.0,99.99999
cat__category_id_MLA34339,0.0,0.0,99.99999
cat__category_id_MLA34338,0.0,0.0,99.99999
cat__category_id_MLA34374,0.0,0.0,99.99999
cat__category_id_MLA34373,0.0,0.0,99.99999
cat__category_id_MLA34372,0.0,0.0,99.99999
cat__category_id_MLA34371,0.0,0.0,99.99999
cat__category_id_MLA34367,0.0,0.0,99.99999
cat__category_id_MLA34366,0.0,0.0,99.99999
cat__category_id_MLA34365,0.0,0.0,99.99999
cat__category_id_MLA34364,0.0,0.0,99.99999
cat__category_id_MLA34362,0.0,0.0,99.99999
cat__category_id_MLA34361,0.0,0.0,99.99999
cat__category_id_MLA34357,0.0,0.0,99.99999
cat__category_id_MLA34356,0.0,0.0,99.99999
cat__category_id_MLA34355,0.0,0.0,99.99999
cat__category_id_MLA34354,0.0,0.0,99.99999
cat__category_id_MLA34353,0.0,0.0,99.99999
cat__category_id_MLA3448,0.0,0.0,99.99999
cat__category_id_MLA3447,0.0,0.0,99.99999
cat__category_id_MLA344455,0.0,0.0,99.99999
cat__category_id_MLA344120,0.0,0.0,99.99999
cat__category_id_MLA344037,0.0,0.0,99.99999
cat__category_id_MLA344027,0.0,0.0,99.99999
cat__category_id_MLA343998,0.0,0.0,99.99999
cat__category_id_MLA343989,0.0,0.0,99.99999
cat__category_id_MLA343972,0.0,0.0,99.99999
cat__category_id_MLA343971,0.0,0.0,99.99999
cat__category_id_MLA343896,0.0,0.0,99.99999
cat__category_id_MLA343777,0.0,0.0,99.99999
cat__category_id_MLA343763,0.0,0.0,99.99999
cat__category_id_MLA34375,0.0,0.0,99.99999
cat__category_id_MLA343749,0.0,0.0,99.99999
cat__category_id_MLA346193,0.0,0.0,99.99999
cat__category_id_MLA3461,0.0,0.0,99.99999
cat__category_id_MLA345945,0.0,0.0,99.99999
cat__category_id_MLA345706,0.0,0.0,99.99999
cat__category_id_MLA345530,0.0,0.0,99.99999
cat__category_id_MLA3454,0.0,0.0,99.99999
cat__category_id_MLA345368,0.0,0.0,99.99999
cat__category_id_MLA345282,0.0,0.0,99.99999
cat__category_id_MLA345222,0.0,0.0,99.99999
cat__category_id_MLA3451,0.0,0.0,99.99999
cat__category_id_MLA344934,0.0,0.0,99.99999
cat__category_id_MLA344918,0.0,0.0,99.99999
cat__category_id_MLA344878,0.0,0.0,99.99999
cat__category_id_MLA344866,0.0,0.0,99.99999
cat__category_id_MLA344847,0.0,0.0,99.99999
cat__category_id_MLA344836,0.0,0.0,99.99999
cat__category_id_MLA348575,0.0,0.0,99.99999
cat__category_id_MLA347906,0.0,0.0,99.99999
cat__category_id_MLA347682,0.0,0.0,99.99999
cat__category_id_MLA3476,0.0,0.0,99.99999
cat__category_id_MLA3474,0.0,0.0,99.99999
cat__category_id_MLA347018,0.0,0.0,99.99999
cat__category_id_MLA346802,0.0,0.0,99.99999
cat__category_id_MLA346801,0.0,0.0,99.99999
cat__category_id_MLA346798,0.0,0.0,99.99999
cat__category_id_MLA346794,0.0,0.0,99.99999
cat__category_id_MLA346349,0.0,0.0,99.99999
cat__category_id_MLA346342,0.0,0.0,99.99999
cat__category_id_MLA346274,0.0,0.0,99.99999
cat__category_id_MLA346220,0.0,0.0,99.99999
cat__category_id_MLA346211,0.0,0.0,99.99999
cat__category_id_MLA346197,0.0,0.0,99.99999
cat__category_id_MLA350313,0.0,0.0,99.99999
cat__category_id_MLA350298,0.0,0.0,99.99999
cat__category_id_MLA350206,0.0,0.0,99.99999
cat__category_id_MLA350183,0.0,0.0,99.99999
cat__category_id_MLA350151,0.0,0.0,99.99999
cat__category_id_MLA350142,0.0,0.0,99.99999
cat__category_id_MLA350129,0.0,0.0,99.99999
cat__category_id_MLA350120,0.0,0.0,99.99999
cat__category_id_MLA349984,0.0,0.0,99.99999
cat__category_id_MLA349694,0.0,0.0,99.99999
cat__category_id_MLA3494,0.0,0.0,99.99999
cat__category_id_MLA348582,0.0,0.0,99.99999
cat__category_id_MLA348580,0.0,0.0,99.99999
cat__category_id_MLA348579,0.0,0.0,99.99999
cat__category_id_MLA348577,0.0,0.0,99.99999
cat__category_id_MLA348576,0.0,0.0,99.99999
cat__category_id_MLA351870,0.0,0.0,99.99999
cat__category_id_MLA351841,0.0,0.0,99.99999
cat__category_id_MLA351803,0.0,0.0,99.99999
cat__category_id_MLA351716,0.0,0.0,99.99999
cat__category_id_MLA351641,0.0,0.0,99.99999
cat__category_id_MLA3516,0.0,0.0,99.99999
cat__category_id_MLA351285,0.0,0.0,99.99999
cat__category_id_MLA351201,0.0,0.0,99.99999
cat__category_id_MLA351198,0.0,0.0,99.99999
cat__category_id_MLA351017,0.0,0.0,99.99999
cat__category_id_MLA350923,0.0,0.0,99.99999
cat__category_id_MLA350808,0.0,0.0,99.99999
cat__category_id_MLA3508,0.0,0.0,99.99999
cat__category_id_MLA350429,0.0,0.0,99.99999
cat__category_id_MLA3504,0.0,0.0,99.99999
cat__category_id_MLA350391,0.0,0.0,99.99999
cat__category_id_MLA352003,0.0,0.0,99.99999
cat__category_id_MLA352002,0.0,0.0,99.99999
cat__category_id_MLA3520,0.0,0.0,99.99999
cat__category_id_MLA351994,0.0,0.0,99.99999
cat__category_id_MLA351986,0.0,0.0,99.99999
cat__category_id_MLA351980,0.0,0.0,99.99999
cat__category_id_MLA351979,0.0,0.0,99.99999
cat__category_id_MLA351978,0.0,0.0,99.99999
cat__category_id_MLA351977,0.0,0.0,99.99999
cat__category_id_MLA351974,0.0,0.0,99.99999
cat__category_id_MLA351973,0.0,0.0,99.99999
cat__category_id_MLA351969,0.0,0.0,99.99999
cat__category_id_MLA351966,0.0,0.0,99.99999
cat__category_id_MLA351964,0.0,0.0,99.99999
cat__category_id_MLA351963,0.0,0.0,99.99999
cat__category_id_MLA351961,0.0,0.0,99.99999
cat__category_id_MLA352188,0.0,0.0,99.99999
cat__category_id_MLA352187,0.0,0.0,99.99999
cat__category_id_MLA352180,0.0,0.0,99.99999
cat__category_id_MLA352178,0.0,0.0,99.99999
cat__category_id_MLA352174,0.0,0.0,99.99999
cat__category_id_MLA352092,0.0,0.0,99.99999
cat__category_id_MLA352078,0.0,0.0,99.99999
cat__category_id_MLA352075,0.0,0.0,99.99999
cat__category_id_MLA352065,0.0,0.0,99.99999
cat__category_id_MLA352060,0.0,0.0,99.99999
cat__category_id_MLA352035,0.0,0.0,99.99999
cat__category_id_MLA352030,0.0,0.0,99.99999
cat__category_id_MLA352027,0.0,0.0,99.99999
cat__category_id_MLA352024,0.0,0.0,99.99999
cat__category_id_MLA352015,0.0,0.0,99.99999
cat__category_id_MLA352011,0.0,0.0,99.99999
cat__category_id_MLA352333,0.0,0.0,99.99999
cat__category_id_MLA352332,0.0,0.0,99.99999
cat__category_id_MLA352295,0.0,0.0,99.99999
cat__category_id_MLA352294,0.0,0.0,99.99999
cat__category_id_MLA352293,0.0,0.0,99.99999
cat__category_id_MLA352283,0.0,0.0,99.99999
cat__category_id_MLA352281,0.0,0.0,99.99999
cat__category_id_MLA352277,0.0,0.0,99.99999
cat__category_id_MLA352270,0.0,0.0,99.99999
cat__category_id_MLA352268,0.0,0.0,99.99999
cat__category_id_MLA352263,0.0,0.0,99.99999
cat__category_id_MLA352262,0.0,0.0,99.99999
cat__category_id_MLA352200,0.0,0.0,99.99999
cat__category_id_MLA352199,0.0,0.0,99.99999
cat__category_id_MLA352198,0.0,0.0,99.99999
cat__category_id_MLA352191,0.0,0.0,99.99999
cat__category_id_MLA352358,0.0,0.0,99.99999
cat__category_id_MLA352356,0.0,0.0,99.99999
cat__category_id_MLA352355,0.0,0.0,99.99999
cat__category_id_MLA352354,0.0,0.0,99.99999
cat__category_id_MLA352353,0.0,0.0,99.99999
cat__category_id_MLA352352,0.0,0.0,99.99999
cat__category_id_MLA352351,0.0,0.0,99.99999
cat__category_id_MLA352350,0.0,0.0,99.99999
cat__category_id_MLA352348,0.0,0.0,99.99999
cat__category_id_MLA352345,0.0,0.0,99.99999
cat__category_id_MLA352343,0.0,0.0,99.99999
cat__category_id_MLA352341,0.0,0.0,99.99999
cat__category_id_MLA352340,0.0,0.0,99.99999
cat__category_id_MLA352338,0.0,0.0,99.99999
cat__category_id_MLA352337,0.0,0.0,99.99999
cat__category_id_MLA352335,0.0,0.0,99.99999
cat__category_id_MLA352417,0.0,0.0,99.99999
cat__category_id_MLA352416,0.0,0.0,99.99999
cat__category_id_MLA352401,0.0,0.0,99.99999
cat__category_id_MLA352392,0.0,0.0,99.99999
cat__category_id_MLA352390,0.0,0.0,99.99999
cat__category_id_MLA352387,0.0,0.0,99.99999
cat__category_id_MLA352386,0.0,0.0,99.99999
cat__category_id_MLA352383,0.0,0.0,99.99999
cat__category_id_MLA352382,0.0,0.0,99.99999
cat__category_id_MLA352374,0.0,0.0,99.99999
cat__category_id_MLA352365,0.0,0.0,99.99999
cat__category_id_MLA352363,0.0,0.0,99.99999
cat__category_id_MLA352362,0.0,0.0,99.99999
cat__category_id_MLA352361,0.0,0.0,99.99999
cat__category_id_MLA352360,0.0,0.0,99.99999
cat__category_id_MLA352359,0.0,0.0,99.99999
cat__category_id_MLA352543,0.0,0.0,99.99999
cat__category_id_MLA352525,0.0,0.0,99.99999
cat__category_id_MLA352500,0.0,0.0,99.99999
cat__category_id_MLA352499,0.0,0.0,99.99999
cat__category_id_MLA352493,0.0,0.0,99.99999
cat__category_id_MLA352492,0.0,0.0,99.99999
cat__category_id_MLA352473,0.0,0.0,99.99999
cat__category_id_MLA352465,0.0,0.0,99.99999
cat__category_id_MLA352459,0.0,0.0,99.99999
cat__category_id_MLA352457,0.0,0.0,99.99999
cat__category_id_MLA352427,0.0,0.0,99.99999
cat__category_id_MLA352425,0.0,0.0,99.99999
cat__category_id_MLA352423,0.0,0.0,99.99999
cat__category_id_MLA352420,0.0,0.0,99.99999
cat__category_id_MLA352418,0.0,0.0,99.99999
cat__category_id_MLA352664,0.0,0.0,99.99999
cat__category_id_MLA352650,0.0,0.0,99.99999
cat__category_id_MLA352648,0.0,0.0,99.99999
cat__category_id_MLA352644,0.0,0.0,99.99999
cat__category_id_MLA352641,0.0,0.0,99.99999
cat__category_id_MLA352632,0.0,0.0,99.99999
cat__category_id_MLA352624,0.0,0.0,99.99999
cat__category_id_MLA352615,0.0,0.0,99.99999
cat__category_id_MLA352613,0.0,0.0,99.99999
cat__category_id_MLA352569,0.0,0.0,99.99999
cat__category_id_MLA352565,0.0,0.0,99.99999
cat__category_id_MLA352562,0.0,0.0,99.99999
cat__category_id_MLA352560,0.0,0.0,99.99999
cat__category_id_MLA352546,0.0,0.0,99.99999
cat__category_id_MLA352545,0.0,0.0,99.99999
cat__category_id_MLA352544,0.0,0.0,99.99999
cat__category_id_MLA352817,0.0,0.0,99.99999
cat__category_id_MLA3528,0.0,0.0,99.99999
cat__category_id_MLA352786,0.0,0.0,99.99999
cat__category_id_MLA352774,0.0,0.0,99.99999
cat__category_id_MLA352738,0.0,0.0,99.99999
cat__category_id_MLA352720,0.0,0.0,99.99999
cat__category_id_MLA352718,0.0,0.0,99.99999
cat__category_id_MLA352714,0.0,0.0,99.99999
cat__category_id_MLA352688,0.0,0.0,99.99999
cat__category_id_MLA352687,0.0,0.0,99.99999
cat__category_id_MLA352685,0.0,0.0,99.99999
cat__category_id_MLA352684,0.0,0.0,99.99999
cat__category_id_MLA352683,0.0,0.0,99.99999
cat__category_id_MLA352681,0.0,0.0,99.99999
cat__category_id_MLA352680,0.0,0.0,99.99999
cat__category_id_MLA352665,0.0,0.0,99.99999
cat__category_id_MLA356251,0.0,0.0,99.99999
cat__category_id_MLA3559,0.0,0.0,99.99999
cat__category_id_MLA355620,0.0,0.0,99.99999
cat__category_id_MLA355390,0.0,0.0,99.99999
cat__category_id_MLA354993,0.0,0.0,99.99999
cat__category_id_MLA354982,0.0,0.0,99.99999
cat__category_id_MLA35437,0.0,0.0,99.99999
cat__category_id_MLA35426,0.0,0.0,99.99999
cat__category_id_MLA35421,0.0,0.0,99.99999
cat__category_id_MLA3537,0.0,0.0,99.99999
cat__category_id_MLA3535,0.0,0.0,99.99999
cat__category_id_MLA3529,0.0,0.0,99.99999
cat__category_id_MLA352846,0.0,0.0,99.99999
cat__category_id_MLA352823,0.0,0.0,99.99999
cat__category_id_MLA352821,0.0,0.0,99.99999
cat__category_id_MLA357080,0.0,0.0,99.99999
cat__category_id_MLA357077,0.0,0.0,99.99999
cat__category_id_MLA357076,0.0,0.0,99.99999
cat__category_id_MLA357075,0.0,0.0,99.99999
cat__category_id_MLA357068,0.0,0.0,99.99999
cat__category_id_MLA357066,0.0,0.0,99.99999
cat__category_id_MLA357062,0.0,0.0,99.99999
cat__category_id_MLA357050,0.0,0.0,99.99999
cat__category_id_MLA357049,0.0,0.0,99.99999
cat__category_id_MLA357019,0.0,0.0,99.99999
cat__category_id_MLA357018,0.0,0.0,99.99999
cat__category_id_MLA357016,0.0,0.0,99.99999
cat__category_id_MLA357008,0.0,0.0,99.99999
cat__category_id_MLA3570,0.0,0.0,99.99999
cat__category_id_MLA3569,0.0,0.0,99.99999
cat__category_id_MLA3565,0.0,0.0,99.99999
cat__category_id_MLA357378,0.0,0.0,99.99999
cat__category_id_MLA357366,0.0,0.0,99.99999
cat__category_id_MLA357336,0.0,0.0,99.99999
cat__category_id_MLA357330,0.0,0.0,99.99999
cat__category_id_MLA357309,0.0,0.0,99.99999
cat__category_id_MLA357307,0.0,0.0,99.99999
cat__category_id_MLA357305,0.0,0.0,99.99999
cat__category_id_MLA357303,0.0,0.0,99.99999
cat__category_id_MLA357266,0.0,0.0,99.99999
cat__category_id_MLA357253,0.0,0.0,99.99999
cat__category_id_MLA357182,0.0,0.0,99.99999
cat__category_id_MLA357180,0.0,0.0,99.99999
cat__category_id_MLA357159,0.0,0.0,99.99999
cat__category_id_MLA357155,0.0,0.0,99.99999
cat__category_id_MLA357087,0.0,0.0,99.99999
cat__category_id_MLA357083,0.0,0.0,99.99999
cat__category_id_MLA357523,0.0,0.0,99.99999
cat__category_id_MLA357508,0.0,0.0,99.99999
cat__category_id_MLA357500,0.0,0.0,99.99999
cat__category_id_MLA357498,0.0,0.0,99.99999
cat__category_id_MLA357496,0.0,0.0,99.99999
cat__category_id_MLA357491,0.0,0.0,99.99999
cat__category_id_MLA357467,0.0,0.0,99.99999
cat__category_id_MLA357454,0.0,0.0,99.99999
cat__category_id_MLA357451,0.0,0.0,99.99999
cat__category_id_MLA357448,0.0,0.0,99.99999
cat__category_id_MLA357443,0.0,0.0,99.99999
cat__category_id_MLA357428,0.0,0.0,99.99999
cat__category_id_MLA357386,0.0,0.0,99.99999
cat__category_id_MLA357384,0.0,0.0,99.99999
cat__category_id_MLA357382,0.0,0.0,99.99999
cat__category_id_MLA357380,0.0,0.0,99.99999
cat__category_id_MLA3581,0.0,0.0,99.99999
cat__category_id_MLA357761,0.0,0.0,99.99999
cat__category_id_MLA357737,0.0,0.0,99.99999
cat__category_id_MLA357733,0.0,0.0,99.99999
cat__category_id_MLA357715,0.0,0.0,99.99999
cat__category_id_MLA357692,0.0,0.0,99.99999
cat__category_id_MLA357625,0.0,0.0,99.99999
cat__category_id_MLA357587,0.0,0.0,99.99999
cat__category_id_MLA357585,0.0,0.0,99.99999
cat__category_id_MLA357575,0.0,0.0,99.99999
cat__category_id_MLA357569,0.0,0.0,99.99999
cat__category_id_MLA357567,0.0,0.0,99.99999
cat__category_id_MLA357565,0.0,0.0,99.99999
cat__category_id_MLA357554,0.0,0.0,99.99999
cat__category_id_MLA357537,0.0,0.0,99.99999
cat__category_id_MLA357529,0.0,0.0,99.99999
cat__category_id_MLA3596,0.0,0.0,99.99999
cat__category_id_MLA35951,0.0,0.0,99.99999
cat__category_id_MLA359500,0.0,0.0,99.99999
cat__category_id_MLA3595,0.0,0.0,99.99999
cat__category_id_MLA359491,0.0,0.0,99.99999
cat__category_id_MLA3594,0.0,0.0,99.99999
cat__category_id_MLA359327,0.0,0.0,99.99999
cat__category_id_MLA35925,0.0,0.0,99.99999
cat__category_id_MLA35924,0.0,0.0,99.99999
cat__category_id_MLA3584,0.0,0.0,99.99999
cat__category_id_MLA358317,0.0,0.0,99.99999
cat__category_id_MLA358167,0.0,0.0,99.99999
cat__category_id_MLA358138,0.0,0.0,99.99999
cat__category_id_MLA358136,0.0,0.0,99.99999
cat__category_id_MLA358128,0.0,0.0,99.99999
cat__category_id_MLA361700,0.0,0.0,99.99999
cat__category_id_MLA361694,0.0,0.0,99.99999
cat__category_id_MLA361688,0.0,0.0,99.99999
cat__category_id_MLA361685,0.0,0.0,99.99999
cat__category_id_MLA361684,0.0,0.0,99.99999
cat__category_id_MLA361679,0.0,0.0,99.99999
cat__category_id_MLA361673,0.0,0.0,99.99999
cat__category_id_MLA361672,0.0,0.0,99.99999
cat__category_id_MLA361670,0.0,0.0,99.99999
cat__category_id_MLA361653,0.0,0.0,99.99999
cat__category_id_MLA361612,0.0,0.0,99.99999
cat__category_id_MLA361594,0.0,0.0,99.99999
cat__category_id_MLA36137,0.0,0.0,99.99999
cat__category_id_MLA36055,0.0,0.0,99.99999
cat__category_id_MLA360121,0.0,0.0,99.99999
cat__category_id_MLA359703,0.0,0.0,99.99999
cat__category_id_MLA363815,0.0,0.0,99.99999
cat__category_id_MLA3637,0.0,0.0,99.99999
cat__category_id_MLA363517,0.0,0.0,99.99999
cat__category_id_MLA363505,0.0,0.0,99.99999
cat__category_id_MLA363102,0.0,0.0,99.99999
cat__category_id_MLA362758,0.0,0.0,99.99999
cat__category_id_MLA362757,0.0,0.0,99.99999
cat__category_id_MLA36268,0.0,0.0,99.99999
cat__category_id_MLA36255,0.0,0.0,99.99999
cat__category_id_MLA3625,0.0,0.0,99.99999
cat__category_id_MLA361897,0.0,0.0,99.99999
cat__category_id_MLA361888,0.0,0.0,99.99999
cat__category_id_MLA361842,0.0,0.0,99.99999
cat__category_id_MLA361840,0.0,0.0,99.99999
cat__category_id_MLA361817,0.0,0.0,99.99999
cat__category_id_MLA361721,0.0,0.0,99.99999
cat__category_id_MLA36502,0.0,0.0,99.99999
cat__category_id_MLA36498,0.0,0.0,99.99999
cat__category_id_MLA36497,0.0,0.0,99.99999
cat__category_id_MLA36491,0.0,0.0,99.99999
cat__category_id_MLA36490,0.0,0.0,99.99999
cat__category_id_MLA36481,0.0,0.0,99.99999
cat__category_id_MLA36480,0.0,0.0,99.99999
cat__category_id_MLA36478,0.0,0.0,99.99999
cat__category_id_MLA36475,0.0,0.0,99.99999
cat__category_id_MLA36459,0.0,0.0,99.99999
cat__category_id_MLA36458,0.0,0.0,99.99999
cat__category_id_MLA36456,0.0,0.0,99.99999
cat__category_id_MLA363867,0.0,0.0,99.99999
cat__category_id_MLA363866,0.0,0.0,99.99999
cat__category_id_MLA363862,0.0,0.0,99.99999
cat__category_id_MLA363816,0.0,0.0,99.99999
cat__category_id_MLA36545,0.0,0.0,99.99999
cat__category_id_MLA36544,0.0,0.0,99.99999
cat__category_id_MLA36534,0.0,0.0,99.99999
cat__category_id_MLA36533,0.0,0.0,99.99999
cat__category_id_MLA36532,0.0,0.0,99.99999
cat__category_id_MLA36527,0.0,0.0,99.99999
cat__category_id_MLA36523,0.0,0.0,99.99999
cat__category_id_MLA36521,0.0,0.0,99.99999
cat__category_id_MLA36518,0.0,0.0,99.99999
cat__category_id_MLA36517,0.0,0.0,99.99999
cat__category_id_MLA36516,0.0,0.0,99.99999
cat__category_id_MLA36515,0.0,0.0,99.99999
cat__category_id_MLA36514,0.0,0.0,99.99999
cat__category_id_MLA36513,0.0,0.0,99.99999
cat__category_id_MLA36508,0.0,0.0,99.99999
cat__category_id_MLA36505,0.0,0.0,99.99999
cat__category_id_MLA36581,0.0,0.0,99.99999
cat__category_id_MLA36580,0.0,0.0,99.99999
cat__category_id_MLA36579,0.0,0.0,99.99999
cat__category_id_MLA36578,0.0,0.0,99.99999
cat__category_id_MLA36577,0.0,0.0,99.99999
cat__category_id_MLA36570,0.0,0.0,99.99999
cat__category_id_MLA36568,0.0,0.0,99.99999
cat__category_id_MLA36567,0.0,0.0,99.99999
cat__category_id_MLA36566,0.0,0.0,99.99999
cat__category_id_MLA36565,0.0,0.0,99.99999
cat__category_id_MLA36559,0.0,0.0,99.99999
cat__category_id_MLA365560,0.0,0.0,99.99999
cat__category_id_MLA36554,0.0,0.0,99.99999
cat__category_id_MLA36552,0.0,0.0,99.99999
cat__category_id_MLA36551,0.0,0.0,99.99999
cat__category_id_MLA36548,0.0,0.0,99.99999
cat__category_id_MLA36866,0.0,0.0,99.99999
cat__category_id_MLA36864,0.0,0.0,99.99999
cat__category_id_MLA36863,0.0,0.0,99.99999
cat__category_id_MLA36860,0.0,0.0,99.99999
cat__category_id_MLA36859,0.0,0.0,99.99999
cat__category_id_MLA36844,0.0,0.0,99.99999
cat__category_id_MLA36841,0.0,0.0,99.99999
cat__category_id_MLA36838,0.0,0.0,99.99999
cat__category_id_MLA36829,0.0,0.0,99.99999
cat__category_id_MLA36815,0.0,0.0,99.99999
cat__category_id_MLA36814,0.0,0.0,99.99999
cat__category_id_MLA367823,0.0,0.0,99.99999
cat__category_id_MLA366640,0.0,0.0,99.99999
cat__category_id_MLA3659,0.0,0.0,99.99999
cat__category_id_MLA36587,0.0,0.0,99.99999
cat__category_id_MLA36584,0.0,0.0,99.99999
cat__category_id_MLA369035,0.0,0.0,99.99999
cat__category_id_MLA369023,0.0,0.0,99.99999
cat__category_id_MLA369022,0.0,0.0,99.99999
cat__category_id_MLA369020,0.0,0.0,99.99999
cat__category_id_MLA369007,0.0,0.0,99.99999
cat__category_id_MLA368940,0.0,0.0,99.99999
cat__category_id_MLA368937,0.0,0.0,99.99999
cat__category_id_MLA368935,0.0,0.0,99.99999
cat__category_id_MLA36884,0.0,0.0,99.99999
cat__category_id_MLA36883,0.0,0.0,99.99999
cat__category_id_MLA36877,0.0,0.0,99.99999
cat__category_id_MLA36876,0.0,0.0,99.99999
cat__category_id_MLA3687,0.0,0.0,99.99999
cat__category_id_MLA36869,0.0,0.0,99.99999
cat__category_id_MLA36868,0.0,0.0,99.99999
cat__category_id_MLA36867,0.0,0.0,99.99999
cat__category_id_MLA369288,0.0,0.0,99.99999
cat__category_id_MLA369287,0.0,0.0,99.99999
cat__category_id_MLA369285,0.0,0.0,99.99999
cat__category_id_MLA369227,0.0,0.0,99.99999
cat__category_id_MLA369180,0.0,0.0,99.99999
cat__category_id_MLA369174,0.0,0.0,99.99999
cat__category_id_MLA369169,0.0,0.0,99.99999
cat__category_id_MLA369158,0.0,0.0,99.99999
cat__category_id_MLA369136,0.0,0.0,99.99999
cat__category_id_MLA369132,0.0,0.0,99.99999
cat__category_id_MLA369117,0.0,0.0,99.99999
cat__category_id_MLA369108,0.0,0.0,99.99999
cat__category_id_MLA369106,0.0,0.0,99.99999
cat__category_id_MLA369066,0.0,0.0,99.99999
cat__category_id_MLA369057,0.0,0.0,99.99999
cat__category_id_MLA36904,0.0,0.0,99.99999
cat__category_id_MLA369365,0.0,0.0,99.99999
cat__category_id_MLA369362,0.0,0.0,99.99999
cat__category_id_MLA369358,0.0,0.0,99.99999
cat__category_id_MLA369357,0.0,0.0,99.99999
cat__category_id_MLA369353,0.0,0.0,99.99999
cat__category_id_MLA369350,0.0,0.0,99.99999
cat__category_id_MLA369339,0.0,0.0,99.99999
cat__category_id_MLA369337,0.0,0.0,99.99999
cat__category_id_MLA369334,0.0,0.0,99.99999
cat__category_id_MLA369332,0.0,0.0,99.99999
